INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Community College of Rhode Island,1,RI,25.2900009155,0.150000006,21251.0,53295.45,77.1100006104,29100,13.0399999619,4.0799999237,81.8799972534,-7849.0,13,0,0,0,16856,0.5571,0.3778
University of Rhode Island,1,RI,20.6599998474,0.0299999993,78122.5,72503.8,86.6399993896,48200,6.9099998474,3.1700000763,88.0999984741,29922.5,21,0,0,0,13008,0.2674,0.0865
Rhode Island School of Design,2,RI,21.5300006866,0.0299999993,75194.0,80568.35,80.9000015259,47300,6.7100000381,3.1400001049,85.3899993896,27894.0,12,0,0,0,2005,0.1537,0.0259
Roger Williams University,2,RI,19.7199993134,0.0099999998,102439.0,84094.11,91.5400009155,47200,4.2100000381,2.5799999237,90.6500015259,55239.0,21,0,0,0,4403,0.136,0.1204
Salve Regina University,2,RI,19.4699993134,0.0099999998,100931.0,81126.67,90.2399978638,48300,4.5999999046,2.7100000381,90.2099990845,52631.0,21,0,0,0,1989,0.2333,0.0592
St Joseph School of Nursing,2,RI,30.2900009155,0.3400000036,54818.5,60768.39,89.3899993896,NA,8.0399999619,3.3599998951,88.6800003052,NA,21,0,0,0,122,0.5217,0.6066
Empire Beauty School-Warwick,3,RI,26.8700008392,0.2199999988,29205.0,65346.17,92.0599975586,18700,6.0500001907,3.1500000954,92.2099990845,10505.0,13,0,0,0,88,0.5549,0.4091
Northpoint Bible College,2,MA,24.1599998474,0.0900000036,45987.0,67697.26,86.8199996948,25000,7.0900001526,3.1300001144,88.4100036621,20987.0,21,0,0,0,358,0.4897,0.3535
Aiken Technical College,1,SC,26.0100002289,0.2099999934,17552.5,50910.39,64.0599975586,25300,12.25,3.9300000668,96.4499969482,-7747.5,41,0,0,0,2490,0.5651,0.4413
Allen University,2,SC,22.5200004578,0.0399999991,20261.0,49460.71,47.7700004578,19400,14.5399999619,4.8200001717,90.9300003052,861.0,12,0,0,0,651,0.8914,0.0783
Anderson University,2,SC,22.2000007629,0.1199999973,58707.5,56100.72,80.4100036621,32800,8.3000001907,2.8399999142,96.4899978638,25907.5,13,0,0,0,2381,0.3422,0.1802
Charleston Southern University,2,SC,21.9300003052,0.1099999994,44120.5,57179.15,68.3700027466,36100,9.7899999619,3.3599998951,94.9400024414,8020.5,13,0,0,0,2904,0.4667,0.2198
Technical College of the Lowcountry,1,SC,26.2700004578,0.2899999917,18675.0,50496.35,55.6500015259,24900,12.8199996948,3.1600000858,95.1900024414,-6225.0,32,0,0,0,2262,0.5896,0.5035
Benedict College,2,SC,20.8299999237,0.0299999993,23066.0,49336.04,49.4599990845,21400,14.1999998093,4.5799999237,92.9100036621,1666.0,12,0,0,0,2512,0.8279,0.0784
Bob Jones University,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,2755,0.413,0.0384
Southern Wesleyan University,2,SC,30.7199993134,0.3799999952,43811.0,54696.17,73.9599990845,41300,9.3000001907,3.3299999237,95.7300033569,2511.0,21,0,0,0,1314,0.4863,0.5589
Charleston Cosmetology Institute,3,SC,25.2199993134,0.25,23077.5,56337.96,65.8899993896,19400,10.2399997711,3.2100000381,95.4100036621,3677.5,21,0,0,0,106,0.4045,0.6226
College of Charleston,1,SC,20.5799999237,0.0500000007,71255.0,66962.7,75.3799972534,39700,7.6799998283,2.9500000477,94.2200012207,31555.0,12,0,0,0,10150,0.2257,0.0853
Charzanne Beauty College,3,SC,27.2999992371,0.1599999964,14284.0,45567.37,64.1500015259,14500,11.7299995422,4.0599999428,96.9000015259,-216.0,32,0,0,0,59,0.4592,0.2881
Northeastern Technical College,1,SC,26.7299995422,0.2300000042,19268.0,39030.8,53.8600006104,24500,17.5400009155,5.0399999619,98.75,-5232.0,41,0,0,0,1022,0.6834,0.3461
Citadel Military College of South Carolina,1,SC,20.0900001526,0.0500000007,83389.0,66736.53,76.4000015259,52500,7.4400000572,2.9700000286,92.7699966431,30889.0,12,0,0,0,2660,0.2355,0.0826
Claflin University,2,SC,22.9599990845,0.0900000036,27154.0,45792.28,46.8300018311,27500,15.3400001526,4.3899998665,96.5299987793,-346.0,32,0,0,0,1803,0.8041,0.1461
Clemson University,1,SC,20.0699996948,0.0299999993,87306.0,64586.36,77.1699981689,49400,7.5500001907,3.0499999523,94.5199966431,37906.0,21,0,0,0,16801,0.1782,0.0393
Clinton College,2,SC,21.1399993896,0.0099999998,21106.0,53955.02,56.2900009155,12600,11.4600000381,4.3499999046,93.9199981689,8506.0,13,0,0,0,185,0.9784,0.1459
Coker College,2,SC,26.7999992371,0.2300000042,34833.0,49143.33,61.5800018311,32800,13.4499998093,4.4099998474,96.9899978638,2033.0,32,0,0,0,1131,0.5515,0.3199
Columbia International University,2,SC,22.0799999237,0.1299999952,46934.0,64434.93,76.8700027466,29600,7.2600002289,3.25,94.5100021362,17334.0,12,0,0,0,574,0.4828,0.2038
Columbia College,2,SC,22.9699993134,0.150000006,39118.0,56463.66,61.7400016785,31800,10.0900001526,3.6199998856,95.3399963379,7318.0,12,0,1,0,995,0.5924,0.3584
Converse College,2,SC,24.0400009155,0.1899999976,50064.0,57113.24,76.0899963379,33400,8.3299999237,3.2899999619,95.2799987793,16664.0,13,0,1,0,744,0.4545,0.122
Denmark Technical College,1,SC,23.0100002289,0.0599999987,14458.0,40264.16,44.0099983215,16800,18.9099998474,4.75,97.5,-2342.0,41,0,0,0,1804,0.798,0.4978
Erskine College,2,SC,19.3799991608,0.0,66611.0,57374.47,76.0199966431,36000,8.4600000381,3.1800000668,95.6100006104,30611.0,42,0,0,0,574,0.3565,0.0264
Florence-Darlington Technical College,1,SC,25.3600006104,0.1899999976,19479.0,43584.43,54.4599990845,25100,15.7899999619,4.9099998474,98.0400009155,-5621.0,23,0,0,0,5913,0.6548,0.4303
Forrest College,3,SC,29.7399997711,0.3899999857,16142.0,47589.02,77.5599975586,20600,10.3299999237,2.9500000477,97.8499984741,-4458.0,13,0,0,0,135,0.9412,0.6074
Francis Marion University,1,SC,20.5499992371,0.0500000007,38222.0,49042.79,58.7200012207,32300,13.25,4.2300000191,97.0299987793,5922.0,23,0,0,0,3380,0.5603,0.0975
Furman University,2,SC,19.8899993896,0.0299999993,93139.5,71867.28,79.9700012207,47500,6.2800002098,2.7200000286,92.6999969482,45639.5,21,0,0,0,2777,0.146,0.0372
Greenville Technical College,1,SC,26.5499992371,0.25,26451.0,55861.89,78.1299972534,28700,8.3800001144,2.9900000095,95.4199981689,-2249.0,13,0,0,0,12087,0.5077,0.413
Horry-Georgetown Technical College,1,SC,26.1399993896,0.200000003,19652.0,48221.26,72.0800018311,25100,10.8699998856,3.4200000763,96.0899963379,-5448.0,13,0,0,0,7002,0.5944,0.4484
Kenneth Shuler School of Cosmetology-North Augusta,3,SC,27.3099994659,0.2300000042,14140.0,52756.09,61.0900001526,17200,12.3599996567,4.0799999237,95.6699981689,-3060.0,21,0,0,0,85,0.6,0.5176
Kenneth Shuler School of Cosmetology and Nails-Columbia,3,SC,25.1900005341,0.1700000018,17992.5,52810.02,61.6699981689,14600,10.6300001144,3.8699998856,95.7399978638,3392.5,21,0,0,0,83,0.5425,0.4578
Lander University,1,SC,20.9699993134,0.0500000007,45814.0,52256.85,70.0500030518,33900,9.8999996185,3.4900000095,96.6299972534,11914.0,32,0,0,0,2750,0.4914,0.0677
Limestone College,2,SC,30.1399993896,0.3300000131,31465.5,53494.1,65.7799987793,36100,10.9200000763,3.7899999619,95.9300003052,-4634.5,31,0,0,0,3150,0.5202,0.585
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,2,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
Medical University of South Carolina,1,SC,26.6499996185,0.2399999946,21383.0,58285.24,70.3199996948,73400,9.529999733,3.3299999237,95.3000030518,-52017.0,12,0,0,0,205,0.1324,0.5463
Midlands Technical College,1,SC,25.3600006104,0.1800000072,27064.0,57934.48,62.7099990845,28400,9.2600002289,3.5699999332,95.2699966431,-1336.0,21,0,0,0,11214,0.5308,0.403
Morris College,2,SC,21.6100006104,0.0500000007,21524.0,45549.27,48.6800003052,23200,15.4200000763,4.5500001907,95.8399963379,-1676.0,13,0,0,0,822,0.8867,0.1007
Newberry College,2,SC,19.9300003052,0.0199999996,53768.0,57421.47,70.1299972534,33300,9.6400003433,3.4100000858,94.6399993896,20468.0,32,0,0,0,1032,0.4655,0.0751
North Greenville University,2,SC,20.3999996185,0.0399999991,53275.0,55701.04,78.0699996948,31200,8.8299999237,3.2999999523,95.5299987793,22075.0,41,0,0,0,2068,0.3817,0.0363
Orangeburg Calhoun Technical College,1,SC,25.3299999237,0.1800000072,19850.0,41806.26,42.4500007629,23700,16.8099994659,4.5599999428,98.2699966431,-3850.0,41,0,0,0,2399,0.6089,0.3433
Piedmont Technical College,1,SC,26.7199993134,0.2300000042,20618.0,46525.77,64.3000030518,25300,11.7700004578,3.9000000954,97.0,-4682.0,32,0,0,0,5399,0.6401,0.4309
Presbyterian College,2,SC,19.2999992371,0.0099999998,84599.0,62666.83,74.8600006104,41300,8.1400003433,3.2200000286,94.7200012207,43299.0,32,0,0,0,1069,0.2254,0.0027
University of South Carolina-Aiken,1,SC,21.8500003815,0.1099999994,41442.0,53123.12,65.0299987793,37000,11.5100002289,3.6600000858,96.4199981689,4442.0,21,0,0,0,2956,0.4158,0.1575
University of South Carolina-Beaufort,1,SC,23.6399993896,0.2300000042,34946.0,60345.78,67.1900024414,32400,9.720000267,2.6800000668,93.7799987793,2546.0,31,0,0,0,1716,0.3955,0.2146
University of South Carolina-Columbia,1,SC,20.8999996185,0.0599999987,63282.5,62188.24,71.3799972534,42100,8.4300003052,3.2599999905,94.7600021362,21182.5,12,0,0,0,23987,0.2394,0.067
University of South Carolina-Lancaster,1,SC,23.4500007629,0.1400000006,31787.5,48078.93,68.5199966431,28100,10.4200000763,4.25,97.9300003052,3687.5,32,0,0,0,1053,0.3182,0.1524
University of South Carolina-Salkehatchie,1,SC,23.7900009155,0.1400000006,22876.5,39553.26,49.8100013733,24600,18.7299995422,3.9000000954,98.3199996948,-1723.5,41,0,0,0,773,0.5328,0.236
University of South Carolina-Sumter,1,SC,23.3099994659,0.1899999976,32332.0,46546.46,52.1300010681,32800,12.970000267,4.2199997902,95.9199981689,-468.0,13,0,0,0,672,0.3942,0.1494
University of South Carolina-Union,1,SC,22.9500007629,0.1299999952,27215.0,43004.06,68.4000015259,28500,11.9200000763,4.2899999619,98.9400024414,-1285.0,32,0,0,0,285,0.4989,0.1798
Coastal Carolina University,1,SC,20.5599994659,0.0399999991,67086.5,64299.08,79.6800003052,36200,7.4499998093,3.0699999332,94.4400024414,30886.5,13,0,0,0,8570,0.377,0.089
South Carolina State University,1,SC,20.6499996185,0.0299999993,28809.0,48129.81,49.5600013733,30400,14.3900003433,4.3800001144,95.5199966431,-1591.0,32,0,0,0,2876,0.7041,0.1015
University of South Carolina-Upstate,1,SC,22.7600002289,0.1400000006,41002.5,54689.19,72.8000030518,36100,9.5399999619,3.4100000858,95.7799987793,4902.5,22,0,0,0,4952,0.4555,0.2168
Sherman College of Straight Chiropractic,2,SC,28.4599990845,0.1800000072,3994.5,53466.3,67.1900024414,NA,11.4600000381,3.7599999905,94.6800003052,NA,22,0,0,0,NA,NA,NA
Spartanburg Methodist College,2,SC,19.6700000763,0.0099999998,42764.5,53658.08,72.3899993896,28700,9.6400003433,3.4500000477,96.2399978638,14064.5,22,0,0,0,813,0.5154,0.0134
Spartanburg Community College,1,SC,25.75,0.2199999988,20984.5,51013.8,74.3799972534,24600,9.8599996567,3.6500000954,96.4300003052,-3615.5,22,0,0,0,5034,0.5583,0.338
Central Carolina Technical College,1,SC,26.4300003052,0.3000000119,19351.5,45145.27,51.6800003052,25500,13.6499996185,4.1799998283,96.4100036621,-6148.5,13,0,0,0,4014,0.6817,0.4681
Sumter Beauty College,3,SC,26.1499996185,0.2300000042,14450.5,45198.23,52.7000007629,15500,14.2899999619,4.2399997711,95.9800033569,-1049.5,13,0,0,0,28,0.814,0.5
Tri-County Technical College,1,SC,25.5100002289,0.2300000042,19656.5,49516.47,82.5299987793,26100,9.0799999237,2.9000000954,97.3399963379,-6443.5,21,0,0,0,5830,0.4284,0.2544
Trident Technical College,1,SC,25.2600002289,0.200000003,25526.5,55538.0,65.9899978638,29100,10.720000267,3.3599998951,95.3199996948,-3573.5,13,0,0,0,15747,0.5337,0.5098
Voorhees College,2,SC,24.7299995422,0.1199999973,22252.0,46441.97,47.9199981689,26400,15.779999733,4.6700000763,94.5899963379,-4148.0,41,0,0,0,536,0.873,0.0877
Williamsburg Technical College,1,SC,27.5900001526,0.2099999934,13064.0,34230.28,34.9199981689,19300,23.7099990845,5.4499998093,98.9499969482,-6236.0,32,0,0,0,713,0.6646,0.3855
Winthrop University,1,SC,20.6800003052,0.0399999991,56621.5,58378.35,69.9000015259,36100,9.1000003815,3.5999999046,95.8099975586,20521.5,13,0,0,0,4704,0.4045,0.088
Wofford College,2,SC,19.3199996948,0.0,91037.0,61134.14,77.1900024414,46800,7.9699997902,3.1700000763,94.8600006104,44237.0,13,0,0,0,1610,0.1902,0.0025
York Technical College,1,SC,25.8400001526,0.200000003,18944.0,54736.17,70.6100006104,25300,9.0,4.5599999428,97.4499969482,-6356.0,13,0,0,0,4821,0.6119,0.4024
Augustana College,2,SD,20.0799999237,0.0299999993,76993.5,60196.68,94.0599975586,42600,5.6799998283,2.2799999714,96.5800018311,34393.5,12,0,0,0,1615,0.2281,0.0424
Black Hills Beauty College,3,SD,22.6399993896,0.1400000006,31026.0,51550.26,91.6200027466,17500,8.0399999619,2.8599998951,97.2399978638,13526.0,13,0,0,0,112,0.4038,0.1339
Black Hills State University,1,SD,22.4200000763,0.1400000006,45782.5,49477.45,89.5899963379,34400,9.3299999237,3.5599999428,97.3399963379,11382.5,32,0,0,0,3156,0.3475,0.2841
Kilian Community College,2,SD,26.8700008392,0.2099999934,18887.0,57506.7,92.0199966431,22200,6.1599998474,2.3699998856,95.4499969482,-3313.0,12,0,0,0,213,0.7175,0.5455
Dakota State University,1,SD,22.1299991608,0.1000000015,52416.0,52093.19,93.3300018311,37400,7.1900000572,2.3399999142,97.1100006104,15016.0,32,0,0,0,1743,0.2364,0.2841
Dakota Wesleyan University,2,SD,22.3799991608,0.1299999952,42134.0,47601.81,88.3099975586,34100,10.5900001526,2.8199999332,96.8000030518,8034.0,33,0,0,0,754,0.4182,0.1309
Headlines Academy Inc,3,SD,25.2000007629,0.2099999934,21439.0,50266.73,88.5500030518,16700,8.8999996185,3.2400000095,97.1200027466,4739.0,13,0,0,0,81,0.4932,0.4074
Lake Area Technical Institute,1,SD,22.1299991608,0.0799999982,44222.5,46719.14,95.3300018311,35000,8.1999998093,2.3299999237,98.5299987793,9222.5,33,0,0,0,1533,0.4453,0.2014
Avera McKennan Hospital School of Radiologic Technology,2,SD,21.3099994659,0.0,54180.0,54229.63,93.9899978638,NA,6.7800002098,2.1700000763,97.1800003052,NA,12,0,0,0,20,0.05,0.05
Mitchell Technical Institute,1,SD,22.8799991608,0.1099999994,38148.5,45803.57,92.8399963379,38000,9.9200000763,2.2400000095,98.5599975586,148.5,33,0,0,0,1136,0.4053,0.2677
Mount Marty College,2,SD,23.1200008392,0.150000006,48944.5,49528.49,93.6999969482,32300,7.3400001526,2.4400000572,97.6500015259,16644.5,33,0,0,0,676,0.3118,0.235
National American University-Rapid City,3,SD,29.7299995422,0.3700000048,29341.5,60277.72,80.9400024414,37800,7.5799999237,3.1600000858,93.1600036621,-8458.5,13,0,0,0,1913,0.6962,0.8204
National American University-Sioux Falls,3,SD,29.7299995422,0.3700000048,29341.5,60277.72,80.9400024414,37800,7.5799999237,3.1600000858,93.1600036621,-8458.5,41,0,0,0,658,0.7224,0.786
Sioux Falls Seminary,2,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
Northern State University,1,SD,21.7600002289,0.0799999982,48591.5,48289.97,92.0599975586,33200,9.0699996948,2.5899999142,97.5699996948,15391.5,33,0,0,0,1758,0.2255,0.1769
Oglala Lakota College,1,SD,26.7099990845,0.1199999973,8310.0,34518.51,36.9900016785,20000,31.9899997711,11.0500001907,98.2300033569,-11690.0,43,0,0,0,1450,0.5119,0.584
Presentation College,2,SD,25.4699993134,0.2300000042,39209.0,47349.48,88.5800018311,37100,9.8800001144,3.0899999142,97.9499969482,2109.0,33,0,0,0,728,0.4933,0.3097
Avera Sacred Heart Hospital,2,SD,21.7900009155,0.0700000003,46442.0,47336.5,96.3899993896,NA,7.2399997711,2.0899999142,97.9800033569,NA,33,0,0,0,18,0.0,0.1667
South Dakota School of Mines and Technology,1,SD,21.6100006104,0.0700000003,57505.5,52423.4,89.4199981689,52300,8.6099996567,2.9800000191,96.9700012207,5205.5,13,0,0,0,2194,0.2523,0.1439
South Dakota State University,1,SD,20.9200000763,0.0599999987,63089.0,53049.11,93.5800018311,40600,7.0900001526,2.4800000191,97.4700012207,22489.0,33,0,0,0,10048,0.2716,0.1337
Sinte Gleska University,2,SD,27.3099994659,0.1400000006,7869.0,30228.1,27.8999996185,21400,38.5400009155,10.220000267,99.1299972534,-13531.0,43,0,0,0,550,0.5522,0.6291
University of Sioux Falls,2,SD,21.8700008392,0.0900000036,62665.5,57493.05,93.8000030518,36900,6.0700001717,2.1800000668,96.6600036621,25765.5,12,0,0,0,1075,0.2839,0.1955
Sanford Medical Center,2,SD,21.3500003815,0.0599999987,46106.0,51894.41,95.9000015259,NA,6.4099998474,1.9900000095000001,98.3099975586,NA,12,0,0,0,24,0.0385,0.0417
Sisseton Wahpeton College,1,SD,26.3099994659,0.1199999973,12634.0,38421.65,61.75,20900,18.0100002289,4.4499998093,98.4100036621,-8266.0,43,0,0,0,189,0.6457,0.5361
Southeast Technical Institute,1,SD,23.1299991608,0.1099999994,48149.5,54137.87,94.4899978638,36000,6.3899998665,2.1099998951,97.3000030518,12149.5,41,0,0,0,2405,0.4641,0.3685
Stewart School,3,SD,21.8500003815,0.1000000015,43675.0,53164.64,94.3300018311,NA,6.6799998283,1.9299999475,96.7099990845,NA,12,0,0,0,142,0.3258,0.1549
University of South Dakota,1,SD,22.9899997711,0.1400000006,53346.0,53799.09,92.4499969482,39500,7.3200001717,2.5599999428,96.9199981689,13846.0,32,0,0,0,6449,0.2876,0.221
Western Dakota Technical Institute,1,SD,25.1000003815,0.1800000072,25685.0,48353.57,85.4300003052,31000,10.6099996567,3.6600000858,97.3199996948,-5315.0,41,0,0,0,1004,0.5707,0.4825
American Baptist College,2,TN,33.2400016785,0.150000006,18523.0,49435.09,50.5400009155,NA,14.5500001907,4.3299999237,95.1600036621,NA,11,0,0,0,141,0.646,0.7305
Aquinas College,2,TN,30.8799991608,0.400000006,41470.0,64143.08,79.5899963379,44400,6.8400001526,2.8399999142,93.8799972534,-2930.0,11,0,0,0,486,0.3903,0.5663
Arnolds Beauty School,3,TN,24.0799999237,0.2099999934,24212.5,45116.07,84.1299972534,16200,9.7700004578,3.5899999142,98.2300033569,8012.5,32,0,0,0,72,0.6042,0.4444
Tennessee College of Applied Technology-Athens,1,TN,26.4799995422,0.2800000012,16953.0,45256.25,93.9599990845,26600,10.6400003433,3.4300000668,98.3199996948,-9647.0,32,0,0,0,202,0.3666,0.396
Austin Peay State University,1,TN,24.4699993134,0.3000000119,30942.0,52472.51,75.9599990845,34700,8.9300003052,3.5299999714,93.3000030518,-3758.0,12,0,0,0,9271,0.5384,0.3501
Baptist Memorial College of Health Sciences,2,TN,25.3500003815,0.200000003,41376.0,61604.19,65.1299972534,54900,9.9600000381,3.4100000858,96.5,-13524.0,11,0,0,0,1101,0.4765,0.5059
Belmont University,2,TN,21.1599998474,0.0700000003,83588.0,70368.62,85.8199996948,39100,6.1799998283,2.7599999905,93.9300003052,44488.0,11,0,0,0,5465,0.1756,0.0848
Bethel University,2,TN,29.0900001526,0.349999994,37640.5,50031.89,75.3499984741,35200,10.4200000763,3.7599999905,96.1200027466,2440.5,32,0,0,0,5063,0.607,0.6778
Bryan College-Dayton,2,TN,25.8700008392,0.2700000107,55458.5,56756.79,86.0699996948,35500,8.3000001907,3.0999999046,95.9100036621,19958.5,32,0,0,0,1209,0.3395,0.309
Carson-Newman University,2,TN,20.9200000763,0.0700000003,52873.0,53143.24,87.1399993896,35400,9.6499996185,3.2300000191,95.2600021362,17473.0,23,0,0,0,1688,0.4113,0.0555
Chattanooga State Community College,1,TN,26.1399993896,0.2300000042,23994.0,50955.48,79.0599975586,27700,10.8199996948,3.4600000381,96.8399963379,-3706.0,12,0,0,0,8224,0.4885,0.4006
Christian Brothers University,2,TN,23.3799991608,0.1099999994,41418.0,61225.91,59.5400009155,45300,10.6599998474,3.8199999332,95.7399978638,-3882.0,11,0,0,0,1156,0.4228,0.1721
Pentecostal Theological Seminary,2,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,NA,NA,NA
Cleveland State Community College,1,TN,25.6000003815,0.2899999917,24530.5,47802.25,92.4400024414,27300,9.8900003433,3.2599999905,97.5500030518,-2769.5,13,0,0,0,2978,0.4874,0.3235
Columbia State Community College,1,TN,25.6200008392,0.2700000107,27382.5,54867.41,88.7099990845,28500,8.8699998856,3.2000000477,97.4199981689,-1117.5,32,0,0,0,4317,0.429,0.289
Concorde Career College-Memphis,3,TN,27.25,0.2099999934,13385.0,49040.02,43.2200012207,22600,16.1000003815,4.9200000763,96.5,-9215.0,11,0,0,0,1313,0.5217,0.5042
Tennessee College of Applied Technology-Covington,1,TN,29.0200004578,0.2899999917,16128.0,53488.32,71.2099990845,23000,11.9099998474,3.2899999619,98.2300033569,-6872.0,32,0,0,0,203,0.5263,0.6453
Cumberland University,2,TN,22.0,0.1299999952,47713.0,59163.95,85.9000015259,35000,7.7300000191,3.0799999237,95.3399963379,12713.0,31,0,0,0,1198,0.3976,0.2537
Lipscomb University,2,TN,20.6200008392,0.0500000007,79148.0,66979.13,84.4400024414,39000,6.5799999237,2.8299999237,94.6600036621,40148.0,11,0,0,0,2874,0.2854,0.146
Spark,2,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee College of Applied Technology-Dickson,1,TN,28.4099998474,0.3400000036,16355.0,50418.0,88.2399978638,26500,8.8100004196,3.0299999714,96.5800018311,-10145.0,32,0,0,0,481,0.5506,0.5572
Daymar Institute-Nashville,3,TN,28.1200008392,0.3799999952,19308.0,51383.24,78.0100021362,22500,9.9499998093,3.6800000668,94.0299987793,-3192.0,11,0,0,0,141,0.8584,0.7518
Dyersburg State Community College,1,TN,25.6900005341,0.2700000107,22779.0,46950.0,78.0500030518,27600,12.6800003052,3.7300000191,98.4199981689,-4821.0,33,0,0,0,2362,0.5219,0.3097
East Tennessee State University,1,TN,23.0300006866,0.150000006,36276.0,47640.99,93.1600036621,34000,10.4899997711,3.1600000858,97.4899978638,2276.0,13,0,0,0,11399,0.4367,0.2441
Chattanooga College Medical Dental and Technical Careers,3,TN,29.1599998474,0.3300000131,16340.0,48704.48,76.3000030518,25100,11.9600000381,3.5499999523,97.0100021362,-8760.0,12,0,0,0,220,0.8974,0.6029
